0,-3.188396,55.944425,261,-3.188415,55.944305,trades.rare.cable
1,-3.188415,55.944305,220,-3.1886448133329357,55.944112163717094,null
2,-3.1886448133329357,55.944112163717094,210,-3.188785355108956,55.944031021884875,noted.friday.jams
3,-3.188785355108956,55.944031021884875,150,-3.1889596018833855,55.944131623306994,spoon.invest.every
4,-3.1889596018833855,55.944131623306994,230,-3.1891524381662912,55.94390180997406,null
5,-3.1891524381662912,55.94390180997406,220,-3.189382251499227,55.94370897369115,null
6,-3.189382251499227,55.94370897369115,230,-3.1893961292480624,55.94369243483412,cars.attend.hotels
7,-3.1893961292480624,55.94369243483412,200,-3.189678037034298,55.94358982879112,null
8,-3.189678037034298,55.94358982879112,200,-3.189959944820534,55.94348722274812,null
9,-3.189959944820534,55.94348722274812,190,-3.1900103157372213,55.943478340996464,arts.dish.scarcely
10,-3.1900103157372213,55.943478340996464,140,-3.190146317351447,55.9435924599008,sculpture.shot.melon
11,-3.190146317351447,55.9435924599008,150,-3.1904061249725824,55.9437424599008,null
12,-3.1904061249725824,55.9437424599008,150,-3.190665932593718,55.943892459900795,null
13,-3.190665932593718,55.943892459900795,150,-3.1909257402148534,55.94404245990079,null
14,-3.1909257402148534,55.94404245990079,150,-3.190957512976114,55.94406080391306,hills.giant.crate
15,-3.190957512976114,55.94406080391306,250,-3.191048854705947,55.94380984457289,loaf.cheer.slave
16,-3.191048854705947,55.94380984457289,260,-3.191100949159247,55.94351440224698,null
17,-3.191100949159247,55.94351440224698,270,-3.191100949159247,55.94321440224698,null
18,-3.191100949159247,55.94321440224698,260,-3.191150792675564,55.94293172561906,along.spill.limp
19,-3.191150792675564,55.94293172561906,0,-3.1908507926755636,55.94293172561906,null
20,-3.1908507926755636,55.94293172561906,0,-3.1905507926755634,55.94293172561906,null
21,-3.1905507926755634,55.94293172561906,0,-3.190250792675563,55.94293172561906,null
22,-3.190250792675563,55.94293172561906,0,-3.1900959661938955,55.94293172561906,second.launch.miles
23,-3.1900959661938955,55.94293172561906,320,-3.1899133300429976,55.9427784756922,hooked.shine.third
24,-3.1899133300429976,55.9427784756922,40,-3.189683516710062,55.94297131197511,null
25,-3.189683516710062,55.94297131197511,50,-3.189525339869592,55.943159819793,rents.cone.stove
26,-3.189525339869592,55.943159819793,20,-3.1892434320833565,55.943262425836004,null
27,-3.1892434320833565,55.943262425836004,10,-3.1889479897574526,55.943314520289306,null
28,-3.1889479897574526,55.943314520289306,20,-3.1888866969899183,55.94333682903226,system.speak.guard
29,-3.1888866969899183,55.94333682903226,30,-3.188626889368783,55.94348682903226,null
30,-3.188626889368783,55.94348682903226,30,-3.1883670817476473,55.94363682903226,null
31,-3.1883670817476473,55.94363682903226,40,-3.1881372684147116,55.943829665315164,null
32,-3.1881372684147116,55.943829665315164,30,-3.187877460793576,55.94397966531516,null
33,-3.187877460793576,55.94397966531516,40,-3.1878049736043965,55.94404048928887,bound.ends.matter
34,-3.1878049736043965,55.94404048928887,0,-3.1875049736043963,55.94404048928887,null
35,-3.1875049736043963,55.94404048928887,350,-3.1872095312784925,55.943988394835564,null
36,-3.1872095312784925,55.943988394835564,358,-3.187018,55.943982,renew.ears.tend
37,-3.187018,55.943982,300,-3.186868,55.943722192378864,null
38,-3.186868,55.943722192378864,300,-3.186718,55.94346238475773,null
39,-3.186718,55.94346238475773,280,-3.1866659055467,55.94316694243182,null
40,-3.1866659055467,55.94316694243182,310,-3.186473069263794,55.94293712909889,hers.banks.goat
41,-3.186473069263794,55.94293712909889,0,-3.186173069263794,55.94293712909889,null
42,-3.186173069263794,55.94293712909889,350,-3.18587762693789,55.942885034645585,null
43,-3.18587762693789,55.942885034645585,0,-3.1857628300410115,55.942885034645585,dent.shins.cycle
44,-3.1857628300410115,55.942885034645585,10,-3.1854673877151076,55.94293712909889,null
45,-3.1854673877151076,55.94293712909889,10,-3.185171945389204,55.94298922355219,null
46,-3.185171945389204,55.94298922355219,0,-3.1849426298847607,55.94298922355219,courier.assume.bill
47,-3.1849426298847607,55.94298922355219,90,-3.1849426298847607,55.9432530502643,sentences.sings.modern
48,-3.1849426298847607,55.9432530502643,70,-3.184840023841763,55.94353495805054,null
49,-3.184840023841763,55.94353495805054,60,-3.1847425224096813,55.94370383548472,rider.mile.lime
50,-3.1847425224096813,55.94370383548472,160,-3.185024430195917,55.94380644152772,null
51,-3.185024430195917,55.94380644152772,160,-3.1853063379821527,55.94390904757072,null
52,-3.1853063379821527,55.94390904757072,160,-3.1853444223910388,55.94392290916195,manliness.poem.cliff
53,-3.1853444223910388,55.94392290916195,130,-3.1855372586739445,55.944152722494884,null
54,-3.1855372586739445,55.944152722494884,120,-3.1855649487522206,55.94420068311732,atoms.vanish.foods
55,-3.1855649487522206,55.94420068311732,50,-3.185372112469315,55.94443049645026,null
56,-3.185372112469315,55.94443049645026,47,-3.185236,55.944575,acid.chair.butter
57,-3.185236,55.944575,80,-3.1851839055467,55.94487044232591,null
58,-3.1851839055467,55.94487044232591,80,-3.1851318110934,55.945165884651814,null
59,-3.1851318110934,55.945165884651814,80,-3.1850797166401,55.94546132697772,null
60,-3.1850797166401,55.94546132697772,80,-3.185041510310528,55.94567800584002,rider.aura.bulb
61,-3.185041510310528,55.94567800584002,190,-3.185336952636432,55.94562591138672,null
62,-3.185336952636432,55.94562591138672,190,-3.1856323949623357,55.94557381693342,null
63,-3.1856323949623357,55.94557381693342,190,-3.1859278372882396,55.945521722480116,null
64,-3.1859278372882396,55.945521722480116,180,-3.1862278372882398,55.945521722480116,null
65,-3.1862278372882398,55.945521722480116,190,-3.1865232796141436,55.945469628026814,null
